article_index,section_name,group_name,item_name,item_chips,item_desc,item_stats,image_index,image_role,phase_index,phase_label,image_alt,image_title,image_path,image_url,duplicate_index,local_path,download_status
38,超变图鉴,黄金果实,黄金·爱心果,+200,卖给商人后，可以获得金豆豆。,基础经验:3840 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,1,main,,,黄金·爱心果,,plant/model/v4/gold/Crop_46_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_6.png,1,超变图鉴/黄金果实/黄金·爱心果/黄金·爱心果_00_主图.png,downloaded
38,超变图鉴,黄金果实,黄金·爱心果,+200,卖给商人后，可以获得金豆豆。,基础经验:3840 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_46_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_Seed.png,1,超变图鉴/黄金果实/黄金·爱心果/黄金·爱心果_01_第1阶段.png,downloaded
38,超变图鉴,黄金果实,黄金·爱心果,+200,卖给商人后，可以获得金豆豆。,基础经验:3840 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_46_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_2.png,2,超变图鉴/黄金果实/黄金·爱心果/黄金·爱心果_02_第2阶段.png,downloaded
38,超变图鉴,黄金果实,黄金·爱心果,+200,卖给商人后，可以获得金豆豆。,基础经验:3840 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_46_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_3.png,3,超变图鉴/黄金果实/黄金·爱心果/黄金·爱心果_03_第3阶段.png,downloaded
38,超变图鉴,黄金果实,黄金·爱心果,+200,卖给商人后，可以获得金豆豆。,基础经验:3840 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_46_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_4.png,4,超变图鉴/黄金果实/黄金·爱心果/黄金·爱心果_04_第4阶段.png,downloaded
38,超变图鉴,黄金果实,黄金·爱心果,+200,卖给商人后，可以获得金豆豆。,基础经验:3840 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_46_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_5.png,5,超变图鉴/黄金果实/黄金·爱心果/黄金·爱心果_05_第5阶段.png,downloaded
38,超变图鉴,黄金果实,黄金·爱心果,+200,卖给商人后，可以获得金豆豆。,基础经验:3840 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_46_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_6.png,6,超变图鉴/黄金果实/黄金·爱心果/黄金·爱心果_06_第6阶段.png,downloaded
39,超变图鉴,黄金果实,黄金·哈哈南瓜,+200,卖给商人后，可以获得金豆豆。 | 活动结束后出售,基础经验:15360 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,1,main,,,黄金·哈哈南瓜,,plant/model/v4/gold/Crop_416_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_416_Seed.png,1,超变图鉴/黄金果实/黄金·哈哈南瓜/黄金·哈哈南瓜_00_主图.png,downloaded
39,超变图鉴,黄金果实,黄金·哈哈南瓜,+200,卖给商人后，可以获得金豆豆。 | 活动结束后出售,基础经验:15360 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_416_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_416_Seed.png,1,超变图鉴/黄金果实/黄金·哈哈南瓜/黄金·哈哈南瓜_01_第1阶段.png,downloaded
40,超变图鉴,黄金果实,黄金·琉璃宝荷,+200,卖给商人后，可以获得金豆豆。,基础经验:7680 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,1,main,,,黄金·琉璃宝荷,,plant/model/v4/gold/Crop_1032_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1032_6.png,1,超变图鉴/黄金果实/黄金·琉璃宝荷/黄金·琉璃宝荷_00_主图.png,downloaded
40,超变图鉴,黄金果实,黄金·琉璃宝荷,+200,卖给商人后，可以获得金豆豆。,基础经验:7680 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_1032_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1032_Seed.png,1,超变图鉴/黄金果实/黄金·琉璃宝荷/黄金·琉璃宝荷_01_第1阶段.png,downloaded
40,超变图鉴,黄金果实,黄金·琉璃宝荷,+200,卖给商人后，可以获得金豆豆。,基础经验:7680 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_1032_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1032_2.png,2,超变图鉴/黄金果实/黄金·琉璃宝荷/黄金·琉璃宝荷_02_第2阶段.png,downloaded
40,超变图鉴,黄金果实,黄金·琉璃宝荷,+200,卖给商人后，可以获得金豆豆。,基础经验:7680 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_1032_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1032_3.png,3,超变图鉴/黄金果实/黄金·琉璃宝荷/黄金·琉璃宝荷_03_第3阶段.png,downloaded
40,超变图鉴,黄金果实,黄金·琉璃宝荷,+200,卖给商人后，可以获得金豆豆。,基础经验:7680 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_1032_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1032_4.png,4,超变图鉴/黄金果实/黄金·琉璃宝荷/黄金·琉璃宝荷_04_第4阶段.png,downloaded
40,超变图鉴,黄金果实,黄金·琉璃宝荷,+200,卖给商人后，可以获得金豆豆。,基础经验:7680 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_1032_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1032_5.png,5,超变图鉴/黄金果实/黄金·琉璃宝荷/黄金·琉璃宝荷_05_第5阶段.png,downloaded
40,超变图鉴,黄金果实,黄金·琉璃宝荷,+200,卖给商人后，可以获得金豆豆。,基础经验:7680 | 基础果实:10个 | 果实单价:— | 图鉴点数:200,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_1032_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1032_6.png,6,超变图鉴/黄金果实/黄金·琉璃宝荷/黄金·琉璃宝荷_06_第6阶段.png,downloaded
41,超变图鉴,装扮果实,哈哈南瓜塔,+200,卖给商人后，可以获得金币。 | 活动结束后出售,基础经验:15360 | 基础果实:1个 | 果实单价:— | 图鉴点数:200,1,main,,,哈哈南瓜塔,,plant/model/v4/Crop_8001_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8001_6.png,1,超变图鉴/装扮果实/哈哈南瓜塔/哈哈南瓜塔_00_主图.png,downloaded
41,超变图鉴,装扮果实,哈哈南瓜塔,+200,卖给商人后，可以获得金币。 | 活动结束后出售,基础经验:15360 | 基础果实:1个 | 果实单价:— | 图鉴点数:200,2,phase,1,第1阶段,第1阶段,,plant/model/v4/Crop_8001_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8001_Seed.png,1,超变图鉴/装扮果实/哈哈南瓜塔/哈哈南瓜塔_01_第1阶段.png,downloaded
41,超变图鉴,装扮果实,哈哈南瓜塔,+200,卖给商人后，可以获得金币。 | 活动结束后出售,基础经验:15360 | 基础果实:1个 | 果实单价:— | 图鉴点数:200,3,phase,2,第2阶段,第2阶段,,plant/model/v4/Crop_8001_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8001_2.png,2,超变图鉴/装扮果实/哈哈南瓜塔/哈哈南瓜塔_02_第2阶段.png,downloaded
41,超变图鉴,装扮果实,哈哈南瓜塔,+200,卖给商人后，可以获得金币。 | 活动结束后出售,基础经验:15360 | 基础果实:1个 | 果实单价:— | 图鉴点数:200,4,phase,3,第3阶段,第3阶段,,plant/model/v4/Crop_8001_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8001_3.png,3,超变图鉴/装扮果实/哈哈南瓜塔/哈哈南瓜塔_03_第3阶段.png,downloaded
41,超变图鉴,装扮果实,哈哈南瓜塔,+200,卖给商人后，可以获得金币。 | 活动结束后出售,基础经验:15360 | 基础果实:1个 | 果实单价:— | 图鉴点数:200,5,phase,4,第4阶段,第4阶段,,plant/model/v4/Crop_8001_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8001_4.png,4,超变图鉴/装扮果实/哈哈南瓜塔/哈哈南瓜塔_04_第4阶段.png,downloaded
41,超变图鉴,装扮果实,哈哈南瓜塔,+200,卖给商人后，可以获得金币。 | 活动结束后出售,基础经验:15360 | 基础果实:1个 | 果实单价:— | 图鉴点数:200,6,phase,5,第5阶段,第5阶段,,plant/model/v4/Crop_8001_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8001_5.png,5,超变图鉴/装扮果实/哈哈南瓜塔/哈哈南瓜塔_05_第5阶段.png,downloaded
41,超变图鉴,装扮果实,哈哈南瓜塔,+200,卖给商人后，可以获得金币。 | 活动结束后出售,基础经验:15360 | 基础果实:1个 | 果实单价:— | 图鉴点数:200,7,phase,6,第6阶段,第6阶段,,plant/model/v4/Crop_8001_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8001_6.png,6,超变图鉴/装扮果实/哈哈南瓜塔/哈哈南瓜塔_06_第6阶段.png,downloaded
42,超变图鉴,装扮果实,黄金·哈哈南瓜塔,+400,卖给商人后，可以获得金豆豆。 | 活动结束后出售,基础经验:15360 | 基础果实:1个 | 果实单价:— | 图鉴点数:400,1,main,,,黄金·哈哈南瓜塔,,plant/model/v4/gold/Crop_8001_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_8001_Seed.png,1,超变图鉴/装扮果实/黄金·哈哈南瓜塔/黄金·哈哈南瓜塔_00_主图.png,downloaded
42,超变图鉴,装扮果实,黄金·哈哈南瓜塔,+400,卖给商人后，可以获得金豆豆。 | 活动结束后出售,基础经验:15360 | 基础果实:1个 | 果实单价:— | 图鉴点数:400,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_8001_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_8001_Seed.png,1,超变图鉴/装扮果实/黄金·哈哈南瓜塔/黄金·哈哈南瓜塔_01_第1阶段.png,downloaded
43,超变图鉴,装扮果实,月华宝荷,+200,卖给商人后，可以获得金币。,基础经验:7680 | 基础果实:1个 | 果实单价:— | 图鉴点数:200,1,main,,,月华宝荷,,plant/model/v4/Crop_8002_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8002_Seed.png,1,超变图鉴/装扮果实/月华宝荷/月华宝荷_00_主图.png,downloaded
43,超变图鉴,装扮果实,月华宝荷,+200,卖给商人后，可以获得金币。,基础经验:7680 | 基础果实:1个 | 果实单价:— | 图鉴点数:200,2,phase,1,第1阶段,第1阶段,,plant/model/v4/Crop_8002_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8002_Seed.png,1,超变图鉴/装扮果实/月华宝荷/月华宝荷_01_第1阶段.png,downloaded
44,超变图鉴,装扮果实,黄金·月华宝荷,+400,卖给商人后，可以获得金豆豆。,基础经验:7680 | 基础果实:1个 | 果实单价:— | 图鉴点数:400,1,main,,,黄金·月华宝荷,,plant/model/v4/gold/Crop_8002_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_8002_Seed.png,1,超变图鉴/装扮果实/黄金·月华宝荷/黄金·月华宝荷_00_主图.png,downloaded
44,超变图鉴,装扮果实,黄金·月华宝荷,+400,卖给商人后，可以获得金豆豆。,基础经验:7680 | 基础果实:1个 | 果实单价:— | 图鉴点数:400,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_8002_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_8002_Seed.png,1,超变图鉴/装扮果实/黄金·月华宝荷/黄金·月华宝荷_01_第1阶段.png,downloaded
45,超变图鉴,活动果实,哈哈小南瓜,+80,卖给商人后，可以获得金币。 | 活动结束后出售,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,哈哈小南瓜,,plant/model/v4/Crop_9001_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_9001_Seed.png,1,超变图鉴/活动果实/哈哈小南瓜/哈哈小南瓜_00_主图.png,downloaded
45,超变图鉴,活动果实,哈哈小南瓜,+80,卖给商人后，可以获得金币。 | 活动结束后出售,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/Crop_9001_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_9001_Seed.png,1,超变图鉴/活动果实/哈哈小南瓜/哈哈小南瓜_01_第1阶段.png,downloaded
46,超变图鉴,活动果实,黄金·哈哈小南瓜,+160,卖给商人后，可以获得金豆豆。 | 活动结束后出售,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:160,1,main,,,黄金·哈哈小南瓜,,plant/model/v4/gold/Crop_9001_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_9001_Seed.png,1,超变图鉴/活动果实/黄金·哈哈小南瓜/黄金·哈哈小南瓜_00_主图.png,downloaded
46,超变图鉴,活动果实,黄金·哈哈小南瓜,+160,卖给商人后，可以获得金豆豆。 | 活动结束后出售,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:160,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_9001_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_9001_Seed.png,1,超变图鉴/活动果实/黄金·哈哈小南瓜/黄金·哈哈小南瓜_01_第1阶段.png,downloaded
47,超变图鉴,活动果实,绵绵糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,1,main,,,绵绵糖果,,plant/model/v4/Crop_804_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_6.png,1,超变图鉴/活动果实/绵绵糖果/绵绵糖果_00_主图.png,downloaded
47,超变图鉴,活动果实,绵绵糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,2,phase,1,第1阶段,第1阶段,,plant/model/v4/Crop_804_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_Seed.png,1,超变图鉴/活动果实/绵绵糖果/绵绵糖果_01_第1阶段.png,downloaded
47,超变图鉴,活动果实,绵绵糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,3,phase,2,第2阶段,第2阶段,,plant/model/v4/Crop_804_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_2.png,2,超变图鉴/活动果实/绵绵糖果/绵绵糖果_02_第2阶段.png,downloaded
47,超变图鉴,活动果实,绵绵糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,4,phase,3,第3阶段,第3阶段,,plant/model/v4/Crop_804_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_3.png,3,超变图鉴/活动果实/绵绵糖果/绵绵糖果_03_第3阶段.png,downloaded
47,超变图鉴,活动果实,绵绵糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,5,phase,4,第4阶段,第4阶段,,plant/model/v4/Crop_804_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_4.png,4,超变图鉴/活动果实/绵绵糖果/绵绵糖果_04_第4阶段.png,downloaded
47,超变图鉴,活动果实,绵绵糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,6,phase,5,第5阶段,第5阶段,,plant/model/v4/Crop_804_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_5.png,5,超变图鉴/活动果实/绵绵糖果/绵绵糖果_05_第5阶段.png,downloaded
47,超变图鉴,活动果实,绵绵糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,7,phase,6,第6阶段,第6阶段,,plant/model/v4/Crop_804_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_6.png,6,超变图鉴/活动果实/绵绵糖果/绵绵糖果_06_第6阶段.png,downloaded
48,超变图鉴,活动果实,荷花,+80,卖给商人后，可以获得金币。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,荷花,,plant/model/v4/Crop_6109_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6109_6.png,1,超变图鉴/活动果实/荷花/荷花_00_主图.png,downloaded
48,超变图鉴,活动果实,荷花,+80,卖给商人后，可以获得金币。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/Crop_6109_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6109_Seed.png,1,超变图鉴/活动果实/荷花/荷花_01_第1阶段.png,downloaded
48,超变图鉴,活动果实,荷花,+80,卖给商人后，可以获得金币。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/Crop_6109_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6109_2.png,2,超变图鉴/活动果实/荷花/荷花_02_第2阶段.png,downloaded
48,超变图鉴,活动果实,荷花,+80,卖给商人后，可以获得金币。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/Crop_6109_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6109_3.png,3,超变图鉴/活动果实/荷花/荷花_03_第3阶段.png,downloaded
48,超变图鉴,活动果实,荷花,+80,卖给商人后，可以获得金币。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/Crop_6109_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6109_4.png,4,超变图鉴/活动果实/荷花/荷花_04_第4阶段.png,downloaded
48,超变图鉴,活动果实,荷花,+80,卖给商人后，可以获得金币。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/Crop_6109_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6109_5.png,5,超变图鉴/活动果实/荷花/荷花_05_第5阶段.png,downloaded
48,超变图鉴,活动果实,荷花,+80,卖给商人后，可以获得金币。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/Crop_6109_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6109_6.png,6,超变图鉴/活动果实/荷花/荷花_06_第6阶段.png,downloaded
49,超变图鉴,活动果实,黄金·荷花,+160,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:160,1,main,,,黄金·荷花,,plant/model/v4/gold/Crop_6109_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6109_6.png,1,超变图鉴/活动果实/黄金·荷花/黄金·荷花_00_主图.png,downloaded
49,超变图鉴,活动果实,黄金·荷花,+160,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:160,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_6109_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6109_Seed.png,1,超变图鉴/活动果实/黄金·荷花/黄金·荷花_01_第1阶段.png,downloaded
49,超变图鉴,活动果实,黄金·荷花,+160,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:160,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_6109_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6109_2.png,2,超变图鉴/活动果实/黄金·荷花/黄金·荷花_02_第2阶段.png,downloaded
49,超变图鉴,活动果实,黄金·荷花,+160,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:160,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_6109_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6109_3.png,3,超变图鉴/活动果实/黄金·荷花/黄金·荷花_03_第3阶段.png,downloaded
49,超变图鉴,活动果实,黄金·荷花,+160,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:160,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_6109_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6109_4.png,4,超变图鉴/活动果实/黄金·荷花/黄金·荷花_04_第4阶段.png,downloaded
49,超变图鉴,活动果实,黄金·荷花,+160,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:160,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_6109_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6109_5.png,5,超变图鉴/活动果实/黄金·荷花/黄金·荷花_05_第5阶段.png,downloaded
49,超变图鉴,活动果实,黄金·荷花,+160,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:160,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_6109_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6109_6.png,6,超变图鉴/活动果实/黄金·荷花/黄金·荷花_06_第6阶段.png,downloaded
